p1_diffp,p1_distance_run,p1_win_streak,p1_unf_err,p1_serve,p1_ace,elapsed_time,p1_net_pt_won,p1_label,p1_diffp_lag1,p1_diffp_lag2,p1_diffp_lag3,p1_distance_run_lag1,p1_distance_run_lag2,p1_distance_run_lag3,p1_win_streak_lag1,p1_win_streak_lag2,p1_win_streak_lag3,p1_unf_err_lag1,p1_unf_err_lag2,p1_unf_err_lag3,p1_serve_lag1,p1_serve_lag2,p1_serve_lag3,p1_ace_lag1,p1_ace_lag2,p1_ace_lag3,elapsed_time_lag1,elapsed_time_lag2,elapsed_time_lag3,p1_net_pt_won_lag1,p1_net_pt_won_lag2,p1_net_pt_won_lag3
0.5,0.044014711914095325,0.0,0.0,1.0,0.0,0.00424506654428637,0.0,1,1.0,0.0,1.0,6.943,0.85,2.526,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,23.0,29.0,19.0,0.0,0.0,0.0
0.6,0.008102311007712323,0.16666666666666666,0.0,1.0,0.0,0.004474529600734282,0.0,1,0.0,1.0,0.0,6.546,6.943,0.85,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,37.0,23.0,29.0,0.0,0.0,0.0
0.5,0.03039207116585867,0.0,0.0,0.0,0.0,0.008719596145020651,0.0,0,1.0,0.0,1.0,1.205,6.546,6.943,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,37.0,23.0,0.0,0.0,0.0
0.4,0.08295959602751422,0.0,0.0,0.0,0.0,0.0029830197338228544,0.0,1,0.0,1.0,0.0,4.52,1.205,6.546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,76.0,39.0,37.0,0.0,0.0,0.0
0.5,0.10579399285920804,0.16666666666666666,0.0,0.0,0.0,0.003900871959614502,0.0,1,-1.0,0.0,1.0,12.338,4.52,1.205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,76.0,39.0,0.0,0.0,0.0
0.6,0.05360973084190071,0.3333333333333333,0.0,0.0,0.0,0.0029830197338228544,0.0,0,0.0,-1.0,0.0,15.734,12.338,4.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,26.0,76.0,0.0,0.0,0.0
0.5,0.13365787403427848,0.0,0.0,0.0,0.0,0.005736576411197797,0.0,1,1.0,0.0,-1.0,7.973,15.734,12.338,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,26.0,0.0,0.0,0.0
0.6,0.029598649838962363,0.16666666666666666,0.0,0.0,0.0,0.005736576411197797,0.0,1,0.0,1.0,0.0,19.878,7.973,15.734,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,26.0,34.0,0.0,0.0,0.0
0.5,0.30164130632114733,0.0,0.0,1.0,0.0,0.004015603487838458,0.0,0,1.0,0.0,1.0,4.402,19.878,7.973,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,26.0,0.0,0.0,0.0
0.4,0.049427459101820156,0.0,0.0,1.0,0.0,0.008375401560348784,0.0,1,0.0,1.0,0.0,44.861,4.402,19.878,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,50.0,50.0,0.0,0.0,0.0
0.5,0.15088453030129836,0.16666666666666666,0.0,1.0,0.0,0.0030977512620468106,0.0,1,-1.0,0.0,1.0,7.351,44.861,4.402,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,73.0,35.0,50.0,0.0,0.0,0.0
0.6,0.15184604936694387,0.3333333333333333,0.0,1.0,0.0,0.006654428636989445,0.0,1,0.0,-1.0,0.0,22.44,7.351,44.861,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,27.0,73.0,35.0,0.0,0.0,0.0
0.7,0.1529218748949389,0.5,1.0,1.0,0.0,0.006883891693437357,0.0,0,1.0,0.0,-1.0,22.583,22.44,7.351,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,58.0,27.0,73.0,0.0,0.0,0.0
0.6,0.027742850803170994,0.0,0.0,1.0,0.0,0.005736576411197797,0.0,1,2.0,1.0,0.0,22.743,22.583,22.44,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,60.0,58.0,27.0,0.0,0.0,0.0
0.5,0.02058861104200426,0.0,0.0,0.0,0.0,0.010670032124827903,0.0,1,1.0,2.0,1.0,4.126,22.743,22.583,0.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,50.0,60.0,58.0,0.0,0.0,0.0
0.6,0.048553350860324224,0.16666666666666666,0.0,0.0,0.0,0.0029830197338228544,0.0,1,0.0,1.0,2.0,3.062,4.126,22.743,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,93.0,50.0,60.0,0.0,0.0,0.0
0.7,0.010395164164251661,0.3333333333333333,0.0,0.0,0.0,0.0026388251491509867,0.0,0,1.0,0.0,1.0,7.221,3.062,4.126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,93.0,50.0,0.0,0.0,0.0
0.6,0.12837288112800305,0.0,1.0,0.0,0.0,0.002065167508031207,0.0,0,2.0,1.0,0.0,1.546,7.221,3.062,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,93.0,0.0,0.0,0.0
0.5,0.3525749211621605,0.0,0.0,0.0,0.0,0.003900871959614502,0.0,0,1.0,2.0,1.0,19.092,1.546,7.221,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,26.0,0.0,0.0,0.0
0.4,0.14385132091203107,0.0,0.0,0.0,0.0,0.006654428636989445,0.0,0,0.0,1.0,2.0,52.436,19.092,1.546,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,18.0,23.0,0.0,0.0,0.0
0.5,0.14644674999831903,0.0,0.0,1.0,0.0,0.007916475447452961,0.0,1,-1.0,0.0,1.0,21.394,52.436,19.092,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,34.0,18.0,0.0,0.0,0.0
0.6,0.035166046946336474,0.16666666666666666,0.0,1.0,0.0,0.003786140431390546,0.0,1,0.0,-1.0,0.0,21.78,21.394,52.436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,58.0,34.0,0.0,0.0,0.0
0.7,0.12283910356837877,0.3333333333333333,0.0,1.0,0.0,0.002524093620927031,1.0,1,1.0,0.0,-1.0,5.23,21.78,21.394,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,69.0,58.0,0.0,0.0,0.0
0.8,0.06341991487530509,0.5,0.0,1.0,0.0,0.004359798072510326,0.0,1,2.0,1.0,0.0,18.269,5.23,21.78,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,22.0,33.0,69.0,1.0,0.0,0.0
0.5,0.0048412148759774875,0.0,0.0,0.0,0.0,0.012046810463515373,0.0,0,3.0,2.0,1.0,9.432,18.269,5.23,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,38.0,22.0,33.0,0.0,1.0,0.0
0.4,0.08115758826812261,0.0,0.0,0.0,0.0,0.0017209729233593392,0.0,1,0.0,3.0,2.0,0.72,9.432,18.269,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,105.0,38.0,22.0,0.0,0.0,1.0
0.5,0.11729187818965457,0.16666666666666666,0.0,0.0,0.0,0.004130335016062414,0.0,0,-1.0,0.0,3.0,12.07,0.72,9.432,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,105.0,38.0,0.0,0.0,0.0
0.4,0.09735548637399728,0.0,0.0,0.0,0.0,0.005162918770078018,0.0,0,0.0,-1.0,0.0,17.444,12.07,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,15.0,105.0,0.0,0.0,0.0
0.3,0.03400953450374185,0.0,0.0,0.0,0.0,0.004589261128958238,0.0,0,-1.0,0.0,-1.0,14.479,17.444,12.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,36.0,15.0,0.0,0.0,0.0
0.5,0.038144738876972624,0.0,0.0,1.0,0.0,0.004359798072510326,0.0,1,-2.0,-1.0,0.0,5.058,14.479,17.444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,45.0,36.0,0.0,0.0,0.0
0.6,0.027763022531820895,0.16666666666666666,0.0,1.0,0.0,0.004015603487838458,0.0,1,0.0,-2.0,-1.0,5.673,5.058,14.479,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,40.0,45.0,0.0,0.0,0.0
0.7,0.023896774540588875,0.3333333333333333,0.0,1.0,0.0,0.0035566773749426345,0.0,1,1.0,0.0,-2.0,4.129,5.673,5.058,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,38.0,40.0,0.0,0.0,0.0
0.8,0.054335913073297326,0.5,0.0,1.0,0.0,0.0060807709958696655,0.0,1,2.0,1.0,0.0,3.554,4.129,5.673,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,31.0,35.0,38.0,0.0,0.0,0.0
0.5,0.007840078535263542,0.0,0.0,0.0,0.0,0.013423588802202846,0.0,1,3.0,2.0,1.0,8.081,3.554,4.129,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,53.0,31.0,35.0,0.0,0.0,0.0
0.6,0.13030936707839405,0.16666666666666666,0.0,0.0,0.0,0.0033272143184947226,0.0,1,0.0,3.0,2.0,1.166,8.081,3.554,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,117.0,53.0,31.0,0.0,0.0,0.0
0.7,0.052399427122906336,0.3333333333333333,0.0,0.0,0.0,0.004015603487838458,0.0,0,1.0,0.0,3.0,19.38,1.166,8.081,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,117.0,53.0,0.0,0.0,0.0
0.6,0.03162927052305292,0.0,0.0,0.0,0.0,0.0030977512620468106,0.0,1,2.0,1.0,0.0,7.793,19.38,1.166,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,29.0,117.0,0.0,0.0,0.0
0.7,0.23372309595691315,0.16666666666666666,0.0,0.0,0.0,0.003786140431390546,0.0,0,1.0,2.0,1.0,4.704,7.793,19.38,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,35.0,29.0,0.0,0.0,0.0
0.6,0.07395628114010609,0.0,0.0,0.0,0.0,0.003900871959614502,0.0,1,2.0,1.0,2.0,34.76,4.704,7.793,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,27.0,35.0,0.0,0.0,0.0
0.5,0.009440369008156101,0.0,1.0,1.0,0.0,0.017094997705369437,0.0,0,1.0,2.0,1.0,10.999,34.76,4.704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,33.0,27.0,0.0,0.0,0.0
0.4,0.13487490166282282,0.0,0.0,1.0,0.0,0.0033272143184947226,0.0,1,0.0,1.0,2.0,1.404,10.999,34.76,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,149.0,34.0,33.0,0.0,0.0,0.0
0.5,0.005479986283224517,0.16666666666666666,0.0,1.0,1.0,0.005162918770078018,0.0,1,-1.0,0.0,1.0,20.059,1.404,10.999,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,149.0,34.0,0.0,0.0,0.0
0.6,0.05393247850029921,0.3333333333333333,1.0,1.0,0.0,0.0024093620927030748,0.0,0,0.0,-1.0,0.0,0.815,20.059,1.404,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,45.0,29.0,149.0,0.0,0.0,0.0
0.5,0.10154448202362781,0.0,0.0,1.0,0.0,0.004015603487838458,0.0,1,1.0,0.0,-1.0,8.021,0.815,20.059,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,21.0,45.0,29.0,0.0,0.0,0.0
0.6,0.03932142304821715,0.16666666666666666,0.0,1.0,0.0,0.004130335016062414,0.0,1,0.0,1.0,0.0,15.102,8.021,0.815,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,35.0,21.0,45.0,0.0,0.0,0.0
0.5,0.018793327192162607,0.0,0.0,0.0,0.0,0.0060807709958696655,0.0,0,1.0,0.0,1.0,5.848,15.102,8.021,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,36.0,35.0,21.0,0.0,0.0,0.0
0.4,0.06517485526784693,0.0,1.0,0.0,0.0,0.0016062413951353832,0.0,0,0.0,1.0,0.0,2.795,5.848,15.102,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,53.0,36.0,35.0,0.0,0.0,0.0
0.3,0.007981280635812887,0.0,0.0,0.0,0.0,0.0032124827902707664,0.0,0,-1.0,0.0,1.0,9.693,2.795,5.848,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,53.0,36.0,0.0,0.0,0.0
0.19999999999999996,0.07781580522178815,0.0,0.0,0.0,0.0,0.0018357044515832951,0.0,0,-2.0,-1.0,0.0,1.187,9.693,2.795,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,53.0,0.0,0.0,0.0
0.5,0.019243829132010514,0.0,1.0,1.0,0.0,0.004703992657182194,0.0,0,-3.0,-2.0,-1.0,11.573,1.187,9.693,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,28.0,14.0,0.0,0.0,0.0
0.4,0.009595018927805383,0.0,0.0,1.0,0.0,0.008031206975676917,0.0,1,0.0,-3.0,-2.0,2.862,11.573,1.187,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,16.0,28.0,0.0,0.0,0.0
0.5,0.0057556665747732355,0.16666666666666666,0.0,1.0,1.0,0.0024093620927030748,0.0,1,-1.0,0.0,-3.0,1.427,2.862,11.573,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,70.0,41.0,16.0,0.0,0.0,0.0
0.6,0.06830147320858239,0.3333333333333333,0.0,1.0,0.0,0.002294630564479119,0.0,1,0.0,-1.0,0.0,0.856,1.427,2.862,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,21.0,70.0,41.0,0.0,0.0,0.0
0.7,0.018968148840461798,0.5,0.0,1.0,0.0,0.003786140431390546,0.0,1,1.0,0.0,-1.0,10.158,0.856,1.427,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,20.0,21.0,70.0,0.0,0.0,0.0
0.5,0.041116706898058804,0.0,0.0,0.0,0.0,0.012161541991739331,0.0,0,2.0,1.0,0.0,2.821,10.158,0.856,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,33.0,20.0,21.0,0.0,0.0,0.0
0.4,0.008478849942510571,0.0,0.0,0.0,0.0,0.002065167508031207,0.0,0,0.0,2.0,1.0,6.115,2.821,10.158,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,106.0,33.0,20.0,0.0,0.0,0.0
0.3,0.2193070338817802,0.0,0.0,0.0,0.0,0.002065167508031207,0.0,0,-1.0,0.0,2.0,1.261,6.115,2.821,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,106.0,33.0,0.0,0.0,0.0
0.19999999999999996,0.021187038991951478,0.0,0.0,0.0,0.0,0.004589261128958238,0.0,0,-2.0,-1.0,0.0,32.616,1.261,6.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,106.0,0.0,0.0,0.0
0.5,0.06758201488673574,0.0,0.0,1.0,0.0,0.005048187241854062,0.0,1,-3.0,-2.0,-1.0,3.151,32.616,1.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,18.0,18.0,0.0,0.0,0.0
0.6,0.020528095856054543,0.16666666666666666,0.0,1.0,0.0,0.005392381826525929,0.0,1,0.0,-3.0,-2.0,10.051,3.151,32.616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,40.0,18.0,0.0,0.0,0.0
0.7,0.05479986283224517,0.3333333333333333,0.0,1.0,0.0,0.0034419458467186783,1.0,1,1.0,0.0,-3.0,3.053,10.051,3.151,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,47.0,44.0,40.0,0.0,0.0,0.0
0.8,0.020575163222904324,0.5,0.0,1.0,0.0,0.0028682882055988987,0.0,1,2.0,1.0,0.0,8.15,3.053,10.051,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,47.0,44.0,1.0,0.0,0.0
0.5,0.0190959031219112,0.0,0.0,0.0,0.0,0.012046810463515373,0.0,1,3.0,2.0,1.0,3.06,8.15,3.053,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,25.0,30.0,47.0,0.0,1.0,0.0
0.6,0.13301237871748148,0.16666666666666666,0.0,0.0,0.0,0.004130335016062414,1.0,1,0.0,3.0,2.0,2.84,3.06,8.15,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,105.0,25.0,30.0,0.0,0.0,1.0
0.7,0.0283211070244683,0.3333333333333333,0.0,0.0,0.0,0.004933455713630105,0.0,1,1.0,0.0,3.0,19.782,2.84,3.06,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,105.0,25.0,1.0,0.0,0.0
0.8,0.09566106116740516,0.5,1.0,0.0,0.0,0.0030977512620468106,0.0,0,2.0,1.0,0.0,4.212,19.782,2.84,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,36.0,105.0,0.0,1.0,0.0
0.7,0.006394437982020265,0.0,0.0,0.0,0.0,0.003900871959614502,0.0,0,3.0,2.0,1.0,14.227,4.212,19.782,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,43.0,36.0,0.0,0.0,1.0
0.6,0.03411039314699139,0.0,0.0,0.0,0.0,0.0027535566773749425,0.0,1,2.0,3.0,2.0,0.951,14.227,4.212,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,27.0,43.0,0.0,0.0,0.0
0.5,0.03179736826180214,0.0,0.0,1.0,0.0,0.004933455713630105,0.0,1,1.0,2.0,3.0,5.073,0.951,14.227,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,34.0,27.0,0.0,0.0,0.0
0.6,0.10892061079994352,0.16666666666666666,0.0,1.0,0.0,0.004015603487838458,1.0,1,0.0,1.0,2.0,4.729,5.073,0.951,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,24.0,34.0,0.0,0.0,0.0
0.7,0.07996073236822816,0.3333333333333333,1.0,1.0,0.0,0.0035566773749426345,0.0,0,1.0,0.0,1.0,16.199,4.729,5.073,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,43.0,24.0,1.0,0.0,0.0
0.6,0.2680150346617537,0.0,0.0,1.0,0.0,0.0033272143184947226,0.0,1,2.0,1.0,0.0,11.892,16.199,4.729,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,31.0,35.0,43.0,0.0,1.0,0.0
0.7,0.02945744773841302,0.16666666666666666,0.0,1.0,0.0,0.003900871959614502,0.0,1,1.0,2.0,1.0,39.86,11.892,16.199,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,29.0,31.0,35.0,0.0,0.0,1.0
0.5,0.07481021765295212,0.0,1.0,0.0,0.0,0.010555300596603947,0.0,0,2.0,1.0,2.0,4.381,39.86,11.892,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,34.0,29.0,31.0,0.0,0.0,0.0
0.4,0.04508381353254035,0.0,0.0,0.0,0.0,0.003786140431390546,0.0,0,0.0,2.0,1.0,11.126,4.381,39.86,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,92.0,34.0,29.0,0.0,0.0,0.0
0.3,0.029733128029961736,0.0,0.0,0.0,0.0,0.0036714089031665903,0.0,0,-1.0,0.0,2.0,6.705,11.126,4.381,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,92.0,34.0,0.0,0.0,0.0
0.19999999999999996,0.08209221169556825,0.0,0.0,0.0,0.0,0.00424506654428637,0.0,0,-2.0,-1.0,0.0,4.422,6.705,11.126,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,33.0,92.0,0.0,0.0,0.0
0.5,0.032052876824700954,0.0,0.0,1.0,0.0,0.006769160165213401,0.0,1,-3.0,-2.0,-1.0,12.209,4.422,6.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,32.0,33.0,0.0,0.0,0.0
0.6,0.0655043268357954,0.16666666666666666,0.0,1.0,0.0,0.0034419458467186783,0.0,1,0.0,-3.0,-2.0,4.767,12.209,4.422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,37.0,32.0,0.0,0.0,0.0
0.7,0.03825232142977212,0.3333333333333333,0.0,1.0,0.0,0.003900871959614502,0.0,1,1.0,0.0,-3.0,9.742,4.767,12.209,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,59.0,37.0,0.0,0.0,0.0
0.8,0.05806095896398001,0.5,1.0,1.0,0.0,0.0027535566773749425,0.0,0,2.0,1.0,0.0,5.689,9.742,4.767,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,34.0,30.0,59.0,0.0,0.0,0.0
0.7,0.004545362855778863,0.0,0.0,1.0,1.0,0.003786140431390546,0.0,1,3.0,2.0,1.0,8.635,5.689,9.742,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,34.0,30.0,0.0,0.0,0.0
0.5,0.0043301977501798644,0.0,0.0,0.0,0.0,0.015832950894905922,0.0,0,2.0,3.0,2.0,0.676,8.635,5.689,0.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,33.0,24.0,34.0,0.0,0.0,0.0
0.4,0.010717911822650162,0.0,0.0,0.0,0.0,0.0016062413951353832,0.0,1,0.0,2.0,3.0,0.644,0.676,8.635,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,138.0,33.0,24.0,0.0,0.0,0.0
0.5,0.0040343457299812395,0.16666666666666666,0.0,0.0,0.0,0.003900871959614502,0.0,0,-1.0,0.0,2.0,1.594,0.644,0.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,138.0,33.0,0.0,0.0,0.0
0.4,0.0832890675954627,0.0,0.0,0.0,0.0,0.002065167508031207,0.0,1,0.0,-1.0,0.0,0.6,1.594,0.644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,14.0,138.0,0.0,0.0,0.0
0.5,0.038225425791572246,0.16666666666666666,0.0,0.0,0.0,0.003900871959614502,0.0,0,-1.0,0.0,-1.0,12.387,0.6,1.594,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,34.0,14.0,0.0,0.0,0.0
0.4,0.026714092642025775,0.0,0.0,0.0,0.0,0.002294630564479119,0.0,1,0.0,-1.0,0.0,5.685,12.387,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,18.0,34.0,0.0,0.0,0.0
0.5,0.03782199121857412,0.16666666666666666,0.0,0.0,0.0,0.0052776502983019734,0.0,1,-1.0,0.0,-1.0,3.973,5.685,12.387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,34.0,18.0,0.0,0.0,0.0
0.6,0.1517855341809942,0.3333333333333333,0.0,0.0,0.0,0.003786140431390546,0.0,0,0.0,-1.0,0.0,5.625,3.973,5.685,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,20.0,34.0,0.0,0.0,0.0
0.5,0.14483973561587649,0.0,1.0,0.0,0.0,0.0052776502983019734,0.0,0,1.0,0.0,-1.0,22.574,5.625,3.973,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,46.0,20.0,0.0,0.0,0.0
0.4,0.14213000006723908,0.0,0.0,0.0,0.0,0.0032124827902707664,0.0,1,0.0,1.0,0.0,21.541,22.574,5.625,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,33.0,46.0,0.0,0.0,0.0
0.5,0.053636626480100584,0.0,0.0,0.0,0.0,0.003900871959614502,0.0,0,-1.0,0.0,1.0,21.138,21.541,22.574,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,46.0,33.0,0.0,0.0,0.0
0.4,0.24891240763029251,0.0,0.0,0.0,0.0,0.00424506654428637,0.0,1,0.0,-1.0,0.0,7.977,21.138,21.541,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,46.0,0.0,0.0,0.0
0.5,0.03364644338804354,0.0,0.0,0.0,0.0,0.006195502524093621,0.0,0,-1.0,0.0,-1.0,37.019,7.977,21.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,34.0,28.0,0.0,0.0,0.0
